thread_root_id,root_time,thread_len,matched_post_count,join_coverage,matched_post_ids,matched_user_ids
4295,202402231454,4,1,0.25,175956,114
5789,202310250731,2,1,0.5,148619,319
5945,202310230717,8,1,0.125,148619,319
7716,202312210620,54,1,0.0185,175934,114
7788,202308191943,863,2,0.0023,"2270581,175937","114,12030"
9408,202310241826,2,1,0.5,311569,1168
10436,202312092111,9,1,0.1111,100448,319
10733,202310091350,57,1,0.0175,100448,319
11223,202307041343,1530,3,0.002,"329332,175934,175937","114,9487"
12511,202401201855,12,1,0.0833,17829,9487
13087,202312070033,42,1,0.0238,65583,114
14578,202312111801,1865,2,0.0011,"142854,1381679","379,8643"
14731,202402062018,189,1,0.0053,1235530,83528
15018,202402282352,2168,3,0.0014,"699400,602550,1258048","379,4890,12030"
16118,202310130413,126,1,0.0079,175836,114
16740,202401211012,123,1,0.0081,25871,319
16900,202312101902,529,1,0.0019,198257,4890
17130,202310291316,95,1,0.0105,138252,114
17293,202308132258,22,1,0.0455,175836,114
17694,202402211327,54,1,0.0185,96819,379
17805,202402121622,84,1,0.0119,96819,379
17893,202402060452,12,1,0.0833,604028,319
17943,202402030726,34,1,0.0294,159445,319
18169,202401211911,74,1,0.0135,96819,379
18317,202401101334,109,1,0.0092,98207,9
18534,202312221029,136,1,0.0074,98207,9
18739,202311301150,50,1,0.02,604028,319
19023,202311191459,255,1,0.0039,1619,319
19177,202311130628,37,2,0.0541,"98207,213672","9,319"
19364,202309222118,297,1,0.0034,175836,114
19399,202309190228,83,1,0.012,175873,114
19439,202309052154,18,1,0.0556,146400,379
21382,202310252129,20,1,0.05,17829,9487
21412,202312311505,403,1,0.0025,98207,9
21571,202310151913,187,1,0.0053,159588,626
22094,202309271001,85,1,0.0118,140428,319
22768,202310190513,274,1,0.0036,147129,379
23002,202401240827,5,1,0.2,132820,319
26242,202309181623,893,1,0.0011,566596,8643
26976,202308022224,9,1,0.1111,702201,379
26981,202307061210,2,1,0.5,702201,379
26985,202307032219,2,1,0.5,702201,379
26988,202307032213,21,1,0.0476,702201,379
26996,202307031820,14,1,0.0714,702201,379
26999,202307031828,14,1,0.0714,702201,379
27001,202307031814,2,1,0.5,702201,379
27007,202307021338,2,1,0.5,702201,379
27012,202307020013,11,1,0.0909,702201,379
27014,202307012306,55,1,0.0182,702201,379
27020,202307012129,15,1,0.0667,702201,379
27022,202307012137,6,1,0.1667,702201,379
27024,202307012058,42,1,0.0238,702201,379
27027,202307012121,13,1,0.0769,702201,379
27031,202307011927,34,1,0.0294,702201,379
27039,202307011646,17,1,0.0588,702201,379
27042,202307011515,32,1,0.0312,702201,379
27046,202306230152,14,1,0.0714,702201,379
27763,202310041855,182,2,0.011,"699664,699671","9,379"
28137,202401111911,22,1,0.0455,98207,9
28139,202401102048,296,1,0.0034,96819,379
28384,202310042053,67,1,0.0149,304272,379
28796,202311230506,6,1,0.1667,198272,4890
28851,202311022142,4,1,0.25,198272,4890
28872,202310280144,13,1,0.0769,198272,4890
28879,202310262201,580,1,0.0017,175981,114
28938,202310051825,12,1,0.0833,198272,4890
28979,202309211538,8,1,0.125,25736,319
29047,202309082041,26,1,0.0385,160418,114
29124,202308252010,8,1,0.125,160418,114
29149,202308252110,49,1,0.0204,198272,4890
29173,202308211616,15,1,0.0667,160418,114
29180,202308210630,15,1,0.0667,198272,4890
29672,202308241441,1823,5,0.0027,"698322,175827,175847,175870,175883","114,319"
29674,202307251801,374,1,0.0027,175874,114
29768,202305050117,7,1,0.1429,175880,114
29954,202311061932,5,1,0.2,888251,379
30167,202402150409,16,1,0.0625,86058,9
31245,202311121648,928,2,0.0022,"175928,175934",114
31518,202307270346,1203,2,0.0017,"1384642,175934","114,4887"
31623,202311010422,7,1,0.1429,86058,9
31916,202310151745,243,1,0.0041,86058,9
31923,202310200213,16,1,0.0625,86058,9
33798,202309260410,214,2,0.0093,"86058,175952","9,114"
33905,202309171617,200,1,0.005,86058,9
34776,202310081727,169,1,0.0059,1235563,83528
35685,202310061240,3,1,0.3333,145187,379
35873,202310181550,470,1,0.0021,258545,319
36208,202310122234,305,1,0.0033,673306,12030
36212,202310081642,794,3,0.0038,"566596,868061,175888","114,319,8643"
37827,202401230112,5,1,0.2,138544,626
38871,202307080253,38,1,0.0263,175873,114
38878,202307061352,31,1,0.0323,1057776,4890
39662,202310190645,2101,2,0.001,"154111,851105","9,20037"
39969,202402200149,4,1,0.25,25871,319
39972,202402200057,4,1,0.25,25871,319
40141,202401282138,90,1,0.0111,25871,319
40149,202401270612,2,1,0.5,26190,319
40152,202401262115,12,1,0.0833,25871,319
40157,202401262348,3,1,0.3333,25871,319
40164,202401261732,38,1,0.0263,153431,379
40180,202401221927,15,1,0.0667,25871,319
40201,202401191036,7,1,0.1429,25871,319
40275,202401020421,3,1,0.3333,25871,319
40289,202312280853,5,1,0.2,25871,319
40310,202312250655,11,1,0.0909,25871,319
40323,202312210435,16,1,0.0625,25871,319
40393,202311282221,3,1,0.3333,25871,319
40400,202311262341,19,1,0.0526,25871,319
40425,202305140926,10808,10,0.0009,"102256,1057763,699769,175981,86554,153431,154192,56842,25871,161509","9,114,319,379,4890,17627"
40451,202311070557,4,1,0.25,25871,319
40484,202310242144,3,1,0.3333,25871,319
40670,202309130739,3,1,0.3333,25871,319
41362,202309112122,263,1,0.0038,25736,319
42034,202312012007,67,1,0.0149,1174281,9487
46027,202310191910,1070,3,0.0028,"868061,175856,175966","114,319"
46435,202307271520,1549,1,0.0006,698322,319
46965,202402081720,465,1,0.0022,175934,114
48371,202308211719,2,1,0.5,133355,379
48379,202308201441,5,1,0.2,133355,379
48674,202309261809,266,1,0.0038,175937,114
50037,202310221544,15,1,0.0667,1619,319
21691,202310101027,28,1,0.0357,127576,379
50667,202402092333,46,1,0.0217,65583,114
51112,202312182024,61,1,0.0164,175959,114
51573,202403111609,441,1,0.0023,181544,1168
51576,202403111722,19,1,0.0526,1235554,83528
51727,202401121439,293,1,0.0034,175859,114
51910,202311221429,50,1,0.02,153431,379
53011,202310171350,175,1,0.0057,175950,114
53642,202310111557,222,1,0.0045,25791,319
56550,202307172345,1071,2,0.0019,"139282,523317","379,8212"
56757,202312281455,53,1,0.0189,156764,379
56846,202402191541,379,1,0.0026,2087490,20037
56856,202402181827,77,1,0.013,65583,114
58586,202311151816,252,1,0.004,329332,9487
61524,202311281749,100,1,0.01,175934,114
61572,202311251557,105,1,0.0095,175934,114
61591,202311241423,215,1,0.0047,175934,114
28045,202312221858,1857,2,0.0011,"212512,2277133","17096,83284"
64188,202310071428,277,1,0.0036,153223,20037
65346,202403172315,10,1,0.1,25871,319
65423,202403162031,29,1,0.0345,25736,319
66151,202402271755,155,2,0.0129,"853070,153431",379
66168,202402260332,191,1,0.0052,153431,379
66217,202402250429,44,1,0.0227,557852,9
66541,202402131559,135,1,0.0074,25868,319
67204,202401120421,4,1,0.25,25871,319
67654,202312300236,20,1,0.05,25871,319
68302,202312212138,30,1,0.0333,153431,379
68324,202312210120,12,1,0.0833,25871,319
69740,202310091110,10,1,0.1,146400,379
70874,202309190529,47,1,0.0213,102256,379
71143,202309171605,15,1,0.0667,699769,379
72740,202307282341,133,1,0.0075,102256,379
73364,202307312357,193,2,0.0104,"26175,125910","319,379"
73880,202401160815,81,1,0.0123,132820,319
74175,202401041606,274,1,0.0036,175934,114
48390,202402242334,148,2,0.0135,"557852,153431","9,379"
76427,202311221914,142,1,0.007,213672,319
76452,202310260555,191,1,0.0052,159588,626
76486,202310151601,16,1,0.0625,159588,626
76541,202310021252,52,1,0.0192,283091,319
78071,202401080139,2,1,0.5,853070,379
78302,202309191826,414,1,0.0024,131184,9
78830,202401190107,71,1,0.0141,65583,114
79064,202311090457,22,1,0.0455,164433,8923
79286,202402101132,37,1,0.027,213672,319
79759,202312041715,631,1,0.0016,98207,9
80429,202310290939,260,1,0.0038,304272,379
80527,202310291305,16,1,0.0625,140428,319
80783,202310220740,2,1,0.5,1089264,319
81020,202310141520,16,1,0.0625,17829,9487
82378,202308241036,41,1,0.0244,157526,16202
83252,202312152323,208,1,0.0048,1235619,83528
83432,202403141709,239,1,0.0042,181552,1168
83546,202402281820,137,1,0.0073,181552,1168
83565,202402261254,162,1,0.0062,1235649,83528
83591,202402211343,27,1,0.037,146400,379
83693,202402080231,452,2,0.0044,"181552,275802","626,1168"
83737,202402011652,475,1,0.0021,25871,319
83824,202401161605,39,1,0.0256,175836,114
83861,202401131329,261,1,0.0038,146400,379
83956,202312271408,558,1,0.0018,853070,379
84021,202312131745,155,1,0.0065,146400,379
84025,202312110120,18,1,0.0556,275802,626
84071,202311250130,72,1,0.0139,146400,379
84129,202310272102,193,1,0.0052,175836,114
85680,202310200231,18,1,0.0556,173813,319
86246,202403062220,103,1,0.0097,198272,4890
86479,202402261008,169,1,0.0059,25871,319
86744,202402171923,280,1,0.0036,1057763,4890
86802,202402151518,195,1,0.0051,153431,379
86884,202402141648,228,1,0.0044,154192,319
87072,202402040407,12,1,0.0833,331799,4890
87264,202401300310,100,1,0.01,175861,114
87399,202401242030,292,1,0.0034,1384582,4887
87973,202312292038,570,1,0.0018,702386,379
88700,202311300324,447,1,0.0022,566596,8643
88913,202311201745,180,1,0.0056,1057763,4890
89115,202311061534,37,1,0.027,181552,1168
89133,202311082138,896,1,0.0011,175981,114
89124,202311051739,668,1,0.0015,175874,114
89178,202311052016,175,1,0.0057,175966,114
89184,202311060031,530,2,0.0038,"566596,275802","626,8643"
89491,202310241403,84,1,0.0119,1057763,4890
89878,202310061940,30,1,0.0333,566596,8643
36283,202308171351,696,3,0.0043,"175795,175861,175880",114
91833,202403022351,471,1,0.0021,1384575,4887
91972,202312041011,19,1,0.0526,275802,626
92036,202402281124,344,1,0.0029,65583,114
94400,202403042142,60,1,0.0167,153431,379
95278,202403110531,35,1,0.0286,2642456,319
80198,202311100926,188,1,0.0053,699667,9
95305,202311101144,56,1,0.0179,159445,319
96819,202310102221,23,1,0.0435,175836,114
96918,202310060920,42,1,0.0238,65583,114
97340,202403152010,187,1,0.0053,1235649,83528
88727,202311291733,117,1,0.0085,1235649,83528
104439,202311081541,182,1,0.0055,175934,114
106596,202402061156,71,1,0.0141,17829,9487
107133,202312120524,13,1,0.0769,17829,9487
107572,202311091518,11,1,0.0909,17829,9487
107622,202311072001,131,1,0.0076,1384539,4887
107954,202310261142,89,1,0.0112,699671,9
108094,202310202005,9,1,0.1111,17829,9487
81874,202309121914,174,1,0.0057,126138,379
109137,202309022324,8,1,0.125,17829,9487
109183,202308290536,8,1,0.125,17829,9487
109271,202308190237,7,1,0.1429,17829,9487
109277,202308190250,5,1,0.2,17829,9487
109285,202308181755,8,1,0.125,17829,9487
88412,202312120349,457,1,0.0022,557852,9
111085,202310162217,1731,2,0.0012,"698322,714784",319
111102,202310081708,351,1,0.0028,855613,83284
111236,202307071905,1003,1,0.001,671291,2486
111325,202310022205,194,1,0.0052,1384636,4887
111459,202402070058,101,1,0.0099,278387,21598
111471,202307011400,3,1,0.3333,278387,21598
111473,202307012011,2,1,0.5,278387,21598
111480,202305170105,5,1,0.2,278387,21598
111485,202303050320,2,1,0.5,278387,21598
111495,202304231332,2,1,0.5,278387,21598
111502,202304230608,77,1,0.013,278387,21598
111510,202304080006,2,1,0.5,278387,21598
111527,202303040245,2,1,0.5,278387,21598
111531,202303040652,4,1,0.25,278387,21598
111538,202303021713,15,1,0.0667,278387,21598
111540,202303020424,3,1,0.3333,278387,21598
111543,202303020605,3,1,0.3333,278387,21598
111548,202303020224,5,1,0.2,278387,21598
111571,202303010421,8,1,0.125,278387,21598
112752,202401181431,188,2,0.0106,"671291,175934","114,2486"
112865,202403160850,5,1,0.2,3642398,20037
115218,202402161716,250,1,0.004,175934,114
115672,202401171353,118,1,0.0085,175934,114
115712,202401102122,159,1,0.0063,175934,114
115829,202312211432,76,1,0.0132,175934,114
116120,202311170054,26,1,0.0385,25871,319
116318,202310011349,142,1,0.007,1278379,379
116818,202309122300,551,1,0.0018,175953,114
118335,202401170235,81,1,0.0123,557852,9
118641,202310210722,325,2,0.0062,"175934,175937",114
118937,202309180618,207,1,0.0048,175882,114
119276,202308230625,534,2,0.0037,"330430,134090","114,4890"
119678,202307281624,566,1,0.0018,329332,9487
119748,202307070818,141,1,0.0071,699779,319
120453,202312310027,34,1,0.0294,164143,379
120895,202309130159,755,1,0.0013,331799,4890
121085,202310211336,5,1,0.2,853070,379
122244,202403150201,184,1,0.0054,275802,626
122422,202402090432,153,1,0.0065,175861,114
123083,202312181950,73,1,0.0137,175856,114
123261,202312072123,164,1,0.0061,331799,4890
92537,202311031436,554,2,0.0036,"65902,698322",319
123865,202309140907,752,1,0.0013,557852,9
124764,202311082351,836,1,0.0012,578021,9
124968,202310120830,42,1,0.0238,159588,626
124975,202310131300,70,1,0.0143,127576,379
126479,202403122103,89,1,0.0112,153431,379
126688,202403120950,18,1,0.0556,138252,114
122275,202403091454,146,1,0.0068,181552,1168
127434,202403082327,193,1,0.0052,65583,114
127555,202403072146,100,1,0.01,181552,1168
128135,202403051611,64,1,0.0156,65583,114
128145,202403051340,46,1,0.0217,153431,379
128157,202403041301,187,1,0.0053,138252,114
129264,202402290026,4,1,0.25,425652,379
98143,202402272043,227,1,0.0044,1384575,4887
129852,202402261921,183,1,0.0055,153431,379
129999,202402261320,156,1,0.0064,175861,114
130292,202402241415,313,1,0.0032,153431,379
66259,202402241756,126,1,0.0079,153431,379
131181,202402232301,34,1,0.0294,181552,1168
131220,202402231755,70,1,0.0143,138252,114
131782,202402202258,226,1,0.0044,175988,114
58506,202402201439,367,1,0.0027,138252,114
132161,202402192053,52,1,0.0192,1235530,83528
132837,202402171814,6,1,0.1667,198257,4890
132933,202402171342,196,1,0.0051,138252,114
133136,202402162045,64,1,0.0156,181552,1168
134686,202402101751,61,1,0.0164,153431,379
137069,202402031630,151,1,0.0066,153431,379
137138,202401252227,406,1,0.0025,175960,114
137369,202402031813,201,1,0.005,175890,114
137653,202402021447,304,1,0.0033,153431,379
138934,202401301435,27,1,0.037,153431,379
138998,202401272335,85,1,0.0118,153431,379
140636,202401242003,36,1,0.0278,153431,379
141086,202401221429,89,1,0.0112,153431,379
141667,202401202116,31,1,0.0323,65583,114
141731,202312072136,51,1,0.0196,826558,626
143594,202401151637,79,1,0.0127,153431,379
143751,202401141737,137,2,0.0146,"557852,181552","9,1168"
146454,202312301950,212,1,0.0047,138252,114
147192,202312272055,37,1,0.027,1235530,83528
147938,202312230033,4,1,0.25,175861,114
147940,202312221858,87,1,0.0115,425981,379
148776,202312200714,49,1,0.0204,175871,114
149023,202312130119,77,1,0.013,181552,1168
150106,202312111416,220,1,0.0045,175861,114
150490,202312130642,59,1,0.0169,175871,114
150658,202312121222,9,1,0.1111,181552,1168
150749,202312112250,126,1,0.0079,1235613,83528
150792,202312112252,70,1,0.0143,275802,626
150847,202312110512,132,1,0.0076,175836,114
151144,202312111225,27,1,0.037,146400,379
151247,202312110006,9,1,0.1111,156764,379
151824,202312091728,324,2,0.0062,"175836,175856",114
152324,202312072020,5,1,0.2,175861,114
152549,202312061410,251,1,0.004,181552,1168
153316,202312031300,39,1,0.0256,1235613,83528
153930,202311301605,216,1,0.0046,138252,114
154189,202311291629,25,1,0.04,175836,114
154282,202311271546,316,1,0.0032,164143,379
101995,202311261512,435,1,0.0023,65583,114
154731,202311281548,32,1,0.0312,175861,114
155633,202311260451,139,1,0.0072,853070,379
155927,202311221438,379,1,0.0026,175861,114
62193,202311181623,509,1,0.002,98207,9
156273,202311220720,435,1,0.0023,138252,114
157347,202311141820,175,1,0.0057,855613,83284
157502,202311142025,71,1,0.0141,853070,379
157647,202310252339,45,1,0.0222,181552,1168
158847,202311052258,203,1,0.0049,566596,8643
159695,202310292203,140,1,0.0071,566596,8643
160624,202310220137,464,1,0.0022,138252,114
160762,202310232016,178,1,0.0056,138252,114
162145,202310151740,48,1,0.0208,181552,1168
162746,202310102308,122,1,0.0082,65583,114
164396,202308051745,260,1,0.0038,175897,114
165730,202305071913,158,1,0.0063,93078,379
165902,202304290156,324,1,0.0031,175961,114
167342,202307031508,3,1,0.3333,702722,379
168935,202402262101,218,1,0.0046,698249,379
169198,202402151721,15,1,0.0667,53521,319
169261,202312021944,15,1,0.0667,53521,319
169701,202310261845,190,1,0.0053,705995,379
169877,202310021910,54,1,0.0185,73844,4890
170398,202401261038,146,1,0.0068,175934,114
170427,202402071731,482,2,0.0041,"86058,1384599","9,4887"
171143,202309250441,320,1,0.0031,329332,9487
141828,202401191923,158,1,0.0063,146400,379
173930,202403020507,87,1,0.0115,275802,626
173955,202401152357,115,1,0.0087,163591,379
174002,202311121723,20,1,0.05,1935264,626
174299,202402080155,156,1,0.0064,3224044,19346
174463,202307021431,86,1,0.0116,700911,379
174544,202306212306,394,1,0.0025,138252,114
88977,202311180539,1631,1,0.0006,557852,9
175658,202310300235,131,1,0.0076,175797,114
176142,202310090912,27,1,0.037,280965,21598
176163,202310040615,184,1,0.0054,280965,21598
62570,202304280005,1261,1,0.0008,126138,379
178276,202310072338,2057,2,0.001,"175937,200588","114,8923"
179144,202312030134,59,1,0.0169,683376,12030
179164,202311091753,1211,1,0.0008,275802,626
179393,202402071640,263,1,0.0038,111088,379
180703,202403151754,151,1,0.0066,2077225,319
180810,202403041008,61,1,0.0164,304272,379
180924,202402062203,521,1,0.0019,3049042,626
180982,202402050907,41,1,0.0244,159445,319
181436,202312100950,342,1,0.0029,582241,379
181570,202311251414,103,1,0.0097,98207,9
181584,202311240847,3,1,0.3333,175913,114
182202,202309172324,690,2,0.0029,"331799,566596","4890,8643"
115236,202402161508,946,2,0.0021,"25871,175953","114,319"
184396,202403051757,203,1,0.0049,184579,319
184403,202403040814,60,1,0.0167,65583,114
184421,202311152253,96,1,0.0104,329332,9487
184466,202402081759,122,1,0.0082,153431,379
184559,202401112250,187,1,0.0053,25868,319
185033,202402030243,4,1,0.25,2077921,9
185201,202305090126,422,1,0.0024,243565,379
187061,202403110412,154,1,0.0065,153431,379
187573,202402261256,8,1,0.125,153431,379
187591,202402250312,8,1,0.125,153431,379
188166,202402160954,7,1,0.1429,153431,379
188554,202401311243,9,1,0.1111,153431,379
189297,202401031358,3,1,0.3333,153431,379
189577,202312232233,140,1,0.0071,138252,114
189970,202312151644,15,1,0.0667,275802,626
191092,202311270252,334,1,0.003,25871,319
191200,202311232244,361,2,0.0055,"25791,198272","319,4890"
191394,202311180043,18,1,0.0556,275802,626
192835,202310110218,10,1,0.1,25871,319
110843,202311110310,170,1,0.0059,65583,114
194106,202403151106,3,1,0.3333,154192,319
194244,202402171053,53,1,0.0189,154192,319
194325,202401201141,7,1,0.1429,154192,319
194567,202312232135,14,1,0.0714,154192,319
194918,202311160000,51,1,0.0196,275802,626
195084,202310260546,33,1,0.0303,133132,319
196095,202401131758,46,1,0.0217,153431,379
196175,202402292029,16,1,0.0625,138252,114
196301,202402131837,113,1,0.0088,181552,1168
196316,202402122341,22,1,0.0455,175797,114
196407,202402062027,6,1,0.1667,153431,379
99124,202401270023,100,1,0.01,65583,114
198733,202310310904,721,1,0.0014,175912,114
203655,202309181310,29,1,0.0345,126138,379
204161,202308310304,133,1,0.0075,305460,319
205392,202307271539,93,1,0.0108,175854,114
1404,202311161715,1727,1,0.0006,2817406,319
207988,202308111536,167,1,0.006,175787,114
208004,202307290009,43,3,0.0698,"175804,175813,175827",114
209139,202403050353,7,1,0.1429,881050,319
209144,202402102120,34,1,0.0294,881050,319
210923,202304192031,9,1,0.1111,135131,6776
211386,202402162308,405,1,0.0025,3001711,319
212997,202402142310,81,1,0.0123,275802,626
214895,202401052019,31,1,0.0323,153431,379
215039,202401050118,69,1,0.0145,275802,626
216567,202312130237,71,1,0.0141,1384582,4887
153468,202312030026,146,1,0.0068,1235613,83528
218018,202309250244,128,2,0.0156,"523317,102256","379,8212"
159275,202311010219,105,1,0.0095,175966,114
103874,202310230142,57,1,0.0175,671291,2486
219913,202309230509,173,1,0.0058,671291,2486
221264,202307071342,82,1,0.0122,673306,12030
221315,202307060205,291,1,0.0034,175908,114
221835,202307020246,225,1,0.0044,700911,379
222537,202306200116,99,1,0.0101,138252,114
17816,202402130448,81,1,0.0123,150421,319
223465,202312220649,158,1,0.0063,98207,9
223483,202312221156,120,1,0.0083,98207,9
223488,202312191311,34,1,0.0294,96819,379
225287,202307250101,134,1,0.0075,126138,379
225985,202312182056,90,1,0.0111,146400,379
226336,202403070605,26,1,0.0385,2077225,319
226390,202403011615,56,1,0.0179,2077225,319
17526,202402292041,72,1,0.0139,304272,379
228541,202311212248,58,1,0.0172,43188,9
229797,202310081326,5,1,0.2,25791,319
230005,202309221408,9,1,0.1111,25791,319
230031,202309201554,552,2,0.0036,"86554,126390","319,626"
231069,202310160647,11,1,0.0909,103063,319
231300,202304220837,28,1,0.0357,491152,12030
231433,202401171437,3,1,0.3333,65841,9
234029,202402080931,2,1,0.5,1235506,83528
234032,202402071154,6,1,0.1667,1235506,83528
234036,202402070607,3,1,0.3333,1235506,83528
236236,202311022241,8,1,0.125,198272,4890
238399,202401101339,171,1,0.0058,181552,1168
239308,202307251236,116,1,0.0086,1235607,83528
239541,202308040312,5,1,0.2,138252,114
240526,202401030908,245,1,0.0041,1235498,83528
242800,202402171251,2,1,0.5,331139,4890
242898,202403081514,170,1,0.0059,65583,114
243765,202312112033,57,1,0.0175,699400,379
246792,202402111705,42,1,0.0238,146400,379
246801,202402082316,226,1,0.0044,175856,114
66939,202401271757,93,1,0.0108,146400,379
249222,202311111505,10,1,0.1,275802,626
249543,202402272230,74,1,0.0135,153431,379
249557,202402261601,208,1,0.0048,146400,379
249566,202402211625,338,1,0.003,703438,379
132976,202402162320,315,1,0.0032,181552,1168
35691,202309300231,1043,1,0.001,153431,379
250940,202309070833,17,1,0.0588,132820,319
251076,202403112052,105,1,0.0095,566596,8643
251170,202402290326,54,1,0.0185,1235530,83528
251289,202402211317,136,1,0.0074,138252,114
251365,202402180100,9,1,0.1111,275802,626
251435,202402060504,50,1,0.02,275802,626
251723,202312242002,70,1,0.0143,1677440,379
251810,202312181508,6,1,0.1667,175966,114
251885,202312120307,368,2,0.0054,"278648,153431","379,21598"
156187,202311221744,87,1,0.0115,153431,379
88944,202311200220,493,1,0.002,145187,379
252477,202309220007,31,1,0.0323,175890,114
252546,202309151407,157,1,0.0064,138252,114
252609,202308222333,176,1,0.0057,175890,114
252749,202307080246,116,1,0.0086,138252,114
253010,202403071745,135,1,0.0074,2077225,319
253731,202310111807,162,1,0.0062,1235553,83528
253900,202311301653,186,1,0.0054,175934,114
253978,202311121640,116,1,0.0086,175934,114
255282,202307220408,2037,1,0.0005,175937,114
255912,202311031350,31,1,0.0323,175861,114
256041,202403012109,24,1,0.0417,855613,83284
256065,202402022104,42,1,0.0238,855613,83284
256078,202401192229,36,1,0.0278,855613,83284
256119,202401012011,19,1,0.0526,855613,83284
256167,202312082020,24,1,0.0417,855613,83284
256280,202311040532,19,1,0.0526,175934,114
256375,202310152320,37,1,0.027,888251,379
256609,202308180046,90,1,0.0111,699779,319
256627,202308102259,393,1,0.0025,331799,4890
257662,202402112307,202,1,0.005,853070,379
258604,202311102256,35,1,0.0286,705995,379
259135,202312090002,16,1,0.0625,25736,319
260127,202310240719,209,1,0.0048,198272,4890
260927,202310082000,240,1,0.0042,25978,319
261438,202309190225,8,1,0.125,26120,319
261482,202309210433,3,1,0.3333,26190,319
263840,202308181650,2,1,0.5,243565,379
264108,202308130910,8,1,0.125,25736,319
264650,202403120829,122,1,0.0082,676960,9
265669,202308132351,7,1,0.1429,331799,4890
265784,202310171256,67,1,0.0149,161509,17627
267085,202402090726,3,1,0.3333,151736,379
267283,202402080628,57,1,0.0175,151736,379
267486,202402071309,4,1,0.25,151736,379
269278,202308140426,9,1,0.1111,38577,319
269486,202308310305,114,1,0.0088,175795,114
274312,202310112004,33,1,0.0303,175862,114
274640,202402181031,2,1,0.5,2974,319
277192,202403081310,3,1,0.3333,154192,319
278934,202401020755,108,2,0.0185,"133132,154192",319
279668,202402021317,57,1,0.0175,142854,379
280185,202401262128,4,1,0.25,133132,319
280394,202401231836,22,1,0.0455,154192,319
281175,202401131613,9,1,0.1111,142854,379
282167,202312290955,106,1,0.0094,133132,319
282500,202312240746,15,1,0.0667,154192,319
282984,202312171138,35,1,0.0286,133132,319
283096,202312161748,24,1,0.0417,142854,379
283682,202312091710,23,1,0.0435,142889,16199
284890,202311262046,19,1,0.0526,142889,16199
286791,202311081805,20,1,0.05,142889,16199
287190,202311052001,3,1,0.3333,142854,379
287523,202311031758,6,1,0.1667,142889,16199
289270,202310211734,104,1,0.0096,133132,319
289870,202310161045,5,1,0.2,142889,16199
290182,202310140717,7,1,0.1429,142854,379
290509,202310101031,4,1,0.25,142889,16199
290560,202310092252,4,1,0.25,142889,16199
290575,202310091807,22,1,0.0455,142889,16199
290699,202310080920,62,1,0.0161,142889,16199
290760,202310072149,5,1,0.2,142889,16199
290826,202310061900,14,1,0.0714,142889,16199
290836,202310061727,132,1,0.0076,142854,379
291769,202402292354,2,1,0.5,1161950,379
291822,202402080101,3,1,0.3333,1161950,379
292262,202309221958,14,1,0.0714,1619,319
292738,202310141714,114,1,0.0088,699671,9
294369,202401251258,6,1,0.1667,65902,319
295557,202311080415,168,2,0.0119,"3671570,566596","319,8643"
295714,202310081123,158,1,0.0063,3200407,6776
296174,202304280245,529,2,0.0038,"93078,198257","379,4890"
296333,202304242237,76,1,0.0132,1384560,4887
300216,202311011336,44,1,0.0227,604028,319
300240,202310041450,29,1,0.0345,582241,379
300245,202310021502,119,1,0.0084,582345,319
136106,202402061959,2110,2,0.0009,"329332,175937","114,9487"
302327,202403080553,487,1,0.0021,181552,1168
302472,202402162001,244,1,0.0041,146400,379
122424,202402091608,651,1,0.0015,184579,319
302632,202402090631,29,1,0.0345,329332,9487
75517,202402061815,483,2,0.0041,"65583,3001711","114,319"
302937,202401242223,449,1,0.0022,146400,379
302980,202401222007,77,1,0.013,146400,379
303109,202401172215,80,1,0.0125,146400,379
303247,202401071653,734,1,0.0014,853070,379
303746,202310212006,68,1,0.0147,181552,1168
303757,202310210203,27,1,0.037,2361044,9487
304064,202310091253,170,1,0.0059,868061,319
171123,202310010306,155,1,0.0065,705728,379
304167,202310031926,25,1,0.04,146400,379
304257,202309262223,20,1,0.05,146400,379
304275,202309252328,75,1,0.0133,175797,114
118921,202309181315,221,1,0.0045,175839,114
304389,202309140647,5,1,0.2,146400,379
304398,202309130116,56,1,0.0179,198272,4890
304440,202309102026,4,1,0.25,103091,379
304571,202309030625,70,1,0.0143,699779,319
304621,202308292024,32,1,0.0312,103091,379
304791,202308070325,39,1,0.0256,103091,379
304845,202307302226,138,1,0.0072,138252,114
179373,202307070027,198,1,0.0051,479706,379
304991,202307070202,141,1,0.0071,175880,114
289335,202310162153,283,1,0.0035,139282,379
308610,202307291652,402,1,0.0025,698322,319
308670,202403130346,3,1,0.3333,697660,379
308675,202403091532,2,1,0.5,697660,379
308683,202402282334,2,1,0.5,697660,379
308699,202402122219,2,1,0.5,697660,379
308713,202401300833,2,1,0.5,697660,379
308717,202401290151,2,1,0.5,697660,379
308720,202401281204,2,1,0.5,697660,379
308730,202401261733,24,1,0.0417,697660,379
308743,202401251053,2,1,0.5,697660,379
308746,202401250001,3,1,0.3333,697660,379
308750,202401242231,2,1,0.5,697660,379
308764,202401230942,2,1,0.5,697660,379
308766,202401230144,2,1,0.5,697660,379
308799,202401092023,5,1,0.2,697660,379
308806,202401041043,3,1,0.3333,697660,379
308819,202401032333,20,1,0.05,697660,379
308832,202312300919,2,1,0.5,697660,379
308860,202312130201,14,1,0.0714,697660,379
308908,202311171305,2,1,0.5,697660,379
308920,202311080800,2,1,0.5,697660,379
